,State,Agency Type,City,Population1,Crimes Against Persons,Crimes Against Property,Crimes Against Society,Crimes Against Persons,Kidnapping/ Abduction,Sex Offenses,"Sex Offenses, Nonforcible",Burglary/ Breaking & Entering,Destruction/ Damage/ Vandalism,Fraud Offenses,Credit Card/ Automated Teller Machine Fraud,Theft From Building,Motor Vehicle Theft,Robbery,Stolen Property Offenses ,Drug/ Narcotic Violations,Weapon Law Violations
4244,UTAH,Cities,Sunset,5283.0,86,210.0,60.0,83,2.0,2.0,1.0,14.0,59.0,7.0,1.0,13.0,5.0,3.0,3.0,25.0,2.0
4245,UTAH,Cities,Syracuse,25090.0,152,445.0,112.0,115,3.0,26.0,8.0,28.0,162.0,52.0,52.0,13.0,4.0,3.0,1.0,52.0,4.0
4246,UTAH,Cities,Tooele,32641.0,705,2167.0,458.0,593,55.0,54.0,2.0,198.0,510.0,156.0,81.0,208.0,69.0,17.0,37.0,182.0,59.0
4247,UTAH,Cities,Tremonton,7799.0,157,326.0,46.0,141,2.0,14.0,2.0,25.0,104.0,37.0,6.0,13.0,6.0,1.0,3.0,18.0,11.0
4248,UTAH,Cities,Vernal,9373.0,310,709.0,241.0,269,2.0,34.0,5.0,62.0,149.0,40.0,18.0,7.0,18.0,3.0,3.0,120.0,26.0
4249,UTAH,Cities,Washington,19509.0,191,891.0,258.0,168,2.0,19.0,1.0,72.0,156.0,88.0,45.0,13.0,24.0,4.0,15.0,110.0,43.0
4250,UTAH,Cities,West Bountiful,5429.0,61,263.0,74.0,47,1.0,13.0,2.0,19.0,60.0,27.0,14.0,13.0,10.0,1.0,8.0,42.0,1.0
4251,UTAH,Cities,West Jordan,107103.0,"1,333",5372.0,1008.0,"1,158",27.0,138.0,8.0,478.0,1557.0,306.0,210.0,33.0,240.0,33.0,35.0,426.0,86.0
4252,UTAH,Cities,West Valley,133725.0,"2,848",8724.0,2038.0,"2,470",102.0,261.0,14.0,912.0,1778.0,617.0,312.0,264.0,668.0,120.0,181.0,832.0,275.0
4253,UTAH,Cities,Willard,1806.0,7,25.0,14.0,6,2.0,1.0,2.0,2.0,7.0,3.0,6.0,13.0,6.0,1.0,3.0,7.0,1.0
4254,UTAH,Cities,Woods Cross,10066.0,158,401.0,106.0,123,3.0,27.0,5.0,62.0,106.0,35.0,18.0,2.0,19.0,1.0,7.0,55.0,3.0
4255,UTAH,Universities and Colleges,Brigham Young University,34101.0,35,306.0,1.0,32,2.0,3.0,2.0,4.0,60.0,7.0,6.0,59.0,2.0,3.0,2.0,1.0,4.0
4256,UTAH,Universities and Colleges,Southern Utah University,7750.0,7,47.0,8.0,5,2.0,2.0,2.0,2.0,15.0,1.0,1.0,8.0,6.0,3.0,3.0,8.0,4.0
4257,UTAH,Universities and Colleges,Utah State University,26757.0,7,163.0,4.0,5,2.0,2.0,2.0,6.0,44.0,21.0,2.0,21.0,6.0,3.0,1.0,2.0,4.0
4258,UTAH,Metropolitan Counties,Davis,5227.0,186,392.0,483.0,163,2.0,21.0,2.0,48.0,112.0,55.0,1.0,13.0,7.0,3.0,8.0,232.0,30.0
4259,UTAH,Metropolitan Counties,Morgan,5227.0,24,79.0,73.0,20,2.0,4.0,2.0,7.0,27.0,3.0,2.0,17.0,2.0,3.0,1.0,32.0,7.0
4260,UTAH,Metropolitan Counties,Salt Lake County Unified Police Department,5227.0,"3,623",16011.0,1991.0,"3,154",49.0,402.0,13.0,1665.0,3594.0,1443.0,594.0,1400.0,840.0,169.0,168.0,1122.0,182.0
4261,UTAH,Metropolitan Counties,Tooele,5227.0,130,238.0,300.0,107,2.0,21.0,2.0,43.0,19.0,47.0,27.0,2.0,26.0,2.0,14.0,144.0,17.0
4262,UTAH,Metropolitan Counties,Utah,5227.0,238,565.0,1058.0,190,7.0,34.0,7.0,48.0,192.0,65.0,17.0,8.0,10.0,3.0,5.0,412.0,157.0
4263,UTAH,Metropolitan Counties,Washington,5227.0,164,243.0,130.0,152,1.0,8.0,1.0,31.0,74.0,20.0,4.0,13.0,8.0,2.0,5.0,59.0,22.0
4264,UTAH,Metropolitan Counties,Weber,5227.0,415,1513.0,241.0,320,10.0,79.0,6.0,182.0,376.0,123.0,51.0,175.0,52.0,5.0,8.0,97.0,26.0
4265,UTAH,Nonmetropolitan Counties,Carbon,5227.0,56,295.0,44.0,47,2.0,9.0,2.0,43.0,86.0,8.0,4.0,36.0,8.0,3.0,3.0,16.0,7.0
4266,UTAH,Nonmetropolitan Counties,Daggett,5227.0,3,36.0,2.0,2,2.0,1.0,2.0,13.0,4.0,3.0,1.0,13.0,6.0,3.0,3.0,1.0,4.0
4267,UTAH,Nonmetropolitan Counties,Duchesne,5227.0,142,451.0,133.0,105,4.0,24.0,9.0,58.0,104.0,29.0,17.0,13.0,14.0,3.0,2.0,64.0,16.0
4268,UTAH,Nonmetropolitan Counties,Emery,5227.0,75,248.0,56.0,69,2.0,5.0,2.0,44.0,48.0,12.0,7.0,13.0,10.0,3.0,3.0,21.0,8.0
4269,UTAH,Nonmetropolitan Counties,Millard,5227.0,139,305.0,78.0,128,2.0,10.0,1.0,54.0,37.0,3.0,3.0,15.0,12.0,3.0,2.0,38.0,11.0
4270,UTAH,Nonmetropolitan Counties,Uintah,5227.0,266,430.0,458.0,203,4.0,54.0,5.0,54.0,136.0,40.0,21.0,13.0,16.0,2.0,1.0,225.0,36.0
4271,UTAH,Nonmetropolitan Counties,Wasatch,5227.0,93,240.0,22.0,69,2.0,24.0,2.0,21.0,85.0,3.0,1.0,32.0,6.0,3.0,3.0,16.0,6.0
4272,UTAH,State Police Agencies,Utah Highway Patrol,5227.0,120,335.0,2879.0,115,2.0,2.0,2.0,8.0,44.0,30.0,2.0,13.0,22.0,1.0,40.0,1629.0,30.0
4273,UTAH,Other Agencies,Cache-Rich Drug Task Force,5227.0,0,7.0,177.0,,2.0,6.0,2.0,2.0,1.0,13.0,6.0,13.0,6.0,3.0,3.0,101.0,5.0
4274,UTAH,Other Agencies,Davis Metropolitan Narcotics Strike Force,5227.0,0,29.0,175.0,,2.0,6.0,2.0,25.5,38.0,19.0,6.0,13.0,6.0,3.0,1.0,94.0,13.0
4275,UTAH,Other Agencies,Parks and Recreation,5227.0,19,48.0,127.0,17,2.0,2.0,2.0,1.0,17.0,2.0,6.0,13.0,6.0,3.0,6.0,64.0,10.0
4276,UTAH,Other Agencies,Utah Transit Authority,5227.0,71,2345.0,142.0,70,2.0,1.0,2.0,1.0,64.0,6.0,4.0,13.0,29.0,2.0,4.0,63.0,5.0
4277,UTAH,Other Agencies,Wildlife Resources,5227.0,8,20.0,119.0,7,2.0,6.0,2.0,1.0,16.0,13.0,6.0,13.0,6.0,3.0,1.0,26.0,77.0
4278,VERMONT,Cities,Barre,9060.0,162,671.0,33.0,134,1.0,27.0,2.0,84.0,167.0,25.0,2.0,106.0,7.0,2.0,2.0,29.0,2.0
4279,VERMONT,Cities,Barre Town,7932.0,35,260.0,7.0,34,2.0,1.0,2.0,33.0,61.0,2.0,6.0,17.0,6.0,1.0,2.0,7.0,4.0
4280,VERMONT,Cities,Bellows Falls,3129.0,57,150.0,32.0,56,2.0,1.0,2.0,21.0,50.0,3.0,6.0,9.0,4.0,2.0,3.0,32.0,4.0
4281,VERMONT,Cities,Bennington,15691.0,165,812.0,70.0,157,3.0,4.0,1.0,128.0,183.0,30.0,4.0,64.0,24.0,3.0,10.0,58.0,2.0
4282,VERMONT,Cities,Berlin,2884.0,46,126.0,21.0,45,2.0,1.0,2.0,1.0,11.0,21.0,1.0,5.0,6.0,1.0,1.0,20.0,4.0
4283,VERMONT,Cities,Bradford,2802.0,0,20.0,0.0,,2.0,6.0,2.0,2.0,2.0,1.0,6.0,3.0,1.0,3.0,3.0,25.0,4.0
4284,VERMONT,Cities,Brandon,3940.0,29,172.0,11.0,28,2.0,1.0,2.0,40.0,52.0,14.0,2.0,9.0,2.0,3.0,2.0,11.0,4.0
4285,VERMONT,Cities,Brattleboro,11970.0,198,677.0,80.0,188,2.0,5.0,2.0,60.0,172.0,51.0,6.0,65.0,11.0,13.0,7.0,56.0,4.0
4286,VERMONT,Cities,Brighton,1217.0,0,10.0,2.0,,2.0,6.0,2.0,1.0,6.0,1.0,6.0,13.0,6.0,3.0,3.0,1.0,4.0
4287,VERMONT,Cities,Bristol,3882.0,10,37.0,21.0,9,2.0,1.0,2.0,7.0,9.0,3.0,6.0,2.0,6.0,3.0,3.0,12.0,4.0
4288,VERMONT,Cities,Canaan,969.0,3,14.0,0.0,3,2.0,6.0,2.0,3.0,4.0,1.0,6.0,5.0,6.0,3.0,3.0,25.0,4.0
4289,VERMONT,Cities,Castleton,4692.0,28,120.0,20.0,28,2.0,6.0,2.0,16.0,32.0,8.0,2.0,11.0,6.0,3.0,3.0,17.0,4.0
4290,VERMONT,Cities,Chester,3151.0,18,61.0,10.0,15,2.0,1.0,2.0,18.0,17.0,2.0,6.0,10.0,1.0,3.0,1.0,10.0,4.0
4291,VERMONT,Cities,Colchester,17153.0,100,789.0,124.0,85,3.0,4.0,8.0,141.0,148.0,45.0,4.0,43.0,9.0,3.0,8.0,86.0,4.0
4292,VERMONT,Cities,Dover,1116.0,7,106.0,5.0,7,2.0,6.0,2.0,23.0,7.0,1.0,6.0,14.0,6.0,3.0,3.0,3.0,4.0
4293,VERMONT,Cities,Essex,19700.0,91,691.0,57.0,84,2.0,2.0,2.0,78.0,139.0,61.0,9.0,42.0,12.0,2.0,1.0,43.0,2.0
4294,VERMONT,Cities,Fair Haven,2716.0,56,148.0,14.0,54,2.0,2.0,2.0,32.0,22.0,6.0,2.0,21.0,1.0,1.0,2.0,13.0,4.0
4295,VERMONT,Cities,Hardwick,3001.0,38,113.0,9.0,35,2.0,1.0,2.0,18.0,28.0,2.0,6.0,15.0,3.0,3.0,4.0,9.0,4.0
4296,VERMONT,Cities,Hartford,9945.0,101,303.0,107.0,83,2.0,13.0,1.0,47.0,76.0,14.0,5.0,40.0,8.0,3.0,7.0,66.0,1.0
4297,VERMONT,Cities,Hinesburg,4422.0,15,57.0,3.0,14,2.0,1.0,2.0,16.0,16.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0
4298,VERMONT,Cities,Ludlow,1962.0,0,46.0,1.0,,2.0,6.0,2.0,12.0,10.0,13.0,6.0,2.0,6.0,3.0,3.0,1.0,4.0
4299,VERMONT,Cities,Lyndonville,1204.0,2,46.0,0.0,2,2.0,6.0,2.0,9.0,29.0,1.0,6.0,13.0,6.0,3.0,3.0,25.0,4.0
4300,VERMONT,Cities,Manchester,4368.0,18,129.0,13.0,17,2.0,1.0,2.0,18.0,19.0,28.0,2.0,14.0,3.0,1.0,3.0,12.0,1.0
4301,VERMONT,Cities,Middlebury,8477.0,30,115.0,37.0,26,2.0,2.0,2.0,8.0,1.0,7.0,2.0,13.0,1.0,1.0,3.0,36.0,4.0
4302,VERMONT,Cities,Milton,10411.0,63,316.0,64.0,54,3.0,5.0,1.0,75.0,61.0,32.0,10.0,29.0,7.0,1.0,7.0,50.0,2.0
4303,VERMONT,Cities,Morristown,5273.0,41,143.0,44.0,41,2.0,6.0,2.0,9.0,35.0,18.0,1.0,10.0,4.0,3.0,3.0,24.0,4.0
4304,VERMONT,Cities,Newport,4576.0,89,124.0,78.0,75,2.0,14.0,2.0,20.0,41.0,13.0,6.0,12.0,2.0,3.0,3.0,78.0,4.0
4305,VERMONT,Cities,Northfield,6217.0,22,143.0,10.0,19,2.0,3.0,2.0,29.0,42.0,5.0,6.0,10.0,5.0,3.0,3.0,9.0,4.0
4306,VERMONT,Cities,Norwich,3412.0,6,96.0,2.0,5,1.0,6.0,2.0,20.0,25.0,6.0,1.0,8.0,2.0,3.0,2.0,2.0,4.0
4307,VERMONT,Cities,Randolph,4785.0,14,100.0,7.0,14,2.0,6.0,2.0,21.0,24.0,5.0,6.0,10.0,2.0,3.0,1.0,4.0,4.0
4308,VERMONT,Cities,Richmond,4105.0,15,93.0,7.0,15,2.0,6.0,2.0,13.0,28.0,18.0,6.0,4.0,1.0,1.0,1.0,7.0,4.0
4309,VERMONT,Cities,Rutland,16388.0,243,1420.0,73.0,223,8.0,10.0,2.0,209.0,249.0,48.0,9.0,148.0,20.0,12.0,18.0,71.0,1.0
4310,VERMONT,Cities,Shelburne,7183.0,27,136.0,75.0,25,2.0,2.0,2.0,29.0,20.0,5.0,1.0,22.0,2.0,3.0,2.0,37.0,4.0
4311,VERMONT,Cities,South Burlington,18005.0,104,1036.0,66.0,96,4.0,2.0,1.0,89.0,170.0,45.0,12.0,39.0,3.0,6.0,19.0,59.0,4.0
4312,VERMONT,Cities,Springfield,9367.0,224,412.0,68.0,201,4.0,16.0,3.0,62.0,87.0,21.0,1.0,28.0,11.0,4.0,4.0,37.0,4.0
4313,VERMONT,Cities,St. Albans,6966.0,98,641.0,64.0,95,2.0,3.0,2.0,48.0,144.0,28.0,1.0,116.0,21.0,8.0,7.0,53.0,6.0
4314,VERMONT,Cities,St. Johnsbury,7589.0,70,194.0,37.0,66,2.0,3.0,1.0,36.0,47.0,9.0,2.0,25.0,4.0,2.0,1.0,25.0,4.0
4315,VERMONT,Cities,Stowe,4353.0,12,196.0,15.0,8,2.0,2.0,2.0,10.0,29.0,30.0,1.0,51.0,4.0,3.0,3.0,15.0,4.0
4316,VERMONT,Cities,Swanton,6473.0,58,95.0,11.0,58,2.0,6.0,2.0,15.0,14.0,6.0,6.0,5.0,4.0,2.0,1.0,10.0,1.0
4317,VERMONT,Cities,Vergennes,2580.0,21,57.0,28.0,19,2.0,2.0,2.0,11.0,11.0,1.0,6.0,7.0,2.0,1.0,3.0,27.0,4.0
4318,VERMONT,Cities,Vernon,2191.0,26,46.0,0.0,25,1.0,6.0,2.0,2.0,25.0,5.0,6.0,4.0,2.0,3.0,3.0,25.0,4.0
4319,VERMONT,Cities,Williston,8749.0,34,348.0,166.0,34,2.0,6.0,2.0,41.0,56.0,38.0,2.0,20.0,10.0,2.0,6.0,90.0,2.0
4320,VERMONT,Cities,Wilmington,1864.0,10,55.0,12.0,9,2.0,1.0,2.0,9.0,15.0,1.0,6.0,1.0,3.0,3.0,2.0,8.0,2.0
4321,VERMONT,Cities,Windsor,3551.0,34,147.0,25.0,32,2.0,2.0,2.0,28.0,54.0,4.0,1.0,7.0,4.0,1.0,5.0,17.0,4.0
4322,VERMONT,Cities,Winhall,764.0,3,73.0,3.0,3,2.0,6.0,2.0,4.0,8.0,3.0,6.0,1.0,1.0,3.0,3.0,3.0,4.0
4323,VERMONT,Cities,Winooski,7307.0,66,257.0,20.0,59,3.0,4.0,2.0,35.0,76.0,13.0,3.0,15.0,3.0,2.0,3.0,20.0,4.0
4324,VERMONT,Cities,Woodstock,3045.0,22,101.0,16.0,19,1.0,2.0,2.0,24.0,30.0,12.0,3.0,4.0,6.0,3.0,1.0,10.0,4.0
4325,VERMONT,Universities and Colleges,University of Vermont,13478.0,9,169.0,343.0,9,2.0,6.0,2.0,8.0,68.0,1.0,6.0,61.0,6.0,3.0,2.0,183.0,4.0
4326,VERMONT,Metropolitan Counties,Franklin,5227.0,44,131.0,23.0,41,2.0,2.0,1.0,34.0,26.0,1.0,6.0,3.0,11.0,4.0,1.0,21.0,4.0
4327,VERMONT,Metropolitan Counties,Grand Isle,5227.0,14,131.0,4.0,11,3.0,6.0,2.0,32.0,43.0,6.0,6.0,10.0,3.0,3.0,1.0,4.0,4.0
4328,VERMONT,Nonmetropolitan Counties,Addison,5227.0,0,0.0,0.0,,2.0,6.0,2.0,25.5,38.0,13.0,6.0,13.0,6.0,3.0,3.0,25.0,4.0
4329,VERMONT,Nonmetropolitan Counties,Bennington,5227.0,5,5.0,21.0,5,2.0,6.0,2.0,25.5,3.0,1.0,6.0,1.0,6.0,3.0,3.0,19.0,4.0
4330,VERMONT,Nonmetropolitan Counties,Essex,5227.0,6,44.0,2.0,6,2.0,6.0,2.0,13.0,7.0,5.0,1.0,1.0,6.0,3.0,3.0,2.0,4.0
4331,VERMONT,Nonmetropolitan Counties,Lamoille,5227.0,56,221.0,71.0,52,2.0,3.0,2.0,27.0,61.0,3.0,6.0,22.0,11.0,3.0,1.0,42.0,1.0
4332,VERMONT,Nonmetropolitan Counties,Orange,5227.0,32,96.0,11.0,9,2.0,22.0,1.0,15.0,37.0,4.0,1.0,16.0,4.0,3.0,1.0,8.0,4.0
4333,VERMONT,Nonmetropolitan Counties,Orleans,5227.0,1,56.0,12.0,1,2.0,6.0,2.0,23.0,15.0,13.0,6.0,1.0,6.0,3.0,3.0,12.0,4.0
4334,VERMONT,Nonmetropolitan Counties,Washington,5227.0,0,0.0,9.0,,2.0,6.0,2.0,25.5,38.0,13.0,6.0,13.0,6.0,3.0,3.0,8.0,1.0
4335,VERMONT,Nonmetropolitan Counties,Windham,5227.0,10,21.0,157.0,10,2.0,6.0,2.0,4.0,8.0,13.0,6.0,6.0,6.0,3.0,3.0,11.0,144.0
4336,VERMONT,State Police Agencies,State Police:,5227.0,,137.0,32.0,,2.0,6.0,2.0,25.5,38.0,13.0,6.0,13.0,6.0,3.0,3.0,25.0,4.0
4337,VERMONT,State Police Agencies,Bradford,5227.0,77,426.0,44.0,74,2.0,6.0,2.0,143.0,107.0,10.0,1.0,27.0,10.0,1.0,7.0,28.0,4.0
4338,VERMONT,State Police Agencies,Brattleboro,5227.0,64,174.0,104.0,56,2.0,3.0,3.0,71.0,32.0,6.0,2.0,19.0,5.0,1.0,1.0,66.0,4.0
4339,VERMONT,State Police Agencies,Derby,5227.0,109,521.0,86.0,94,3.0,11.0,1.0,124.0,163.0,8.0,6.0,44.0,25.0,3.0,1.0,85.0,1.0
4340,VERMONT,State Police Agencies,Middlesex,5227.0,43,413.0,9.0,43,2.0,6.0,2.0,118.0,89.0,8.0,2.0,22.0,1.0,2.0,1.0,9.0,4.0
4341,VERMONT,State Police Agencies,New Haven,5227.0,92,472.0,192.0,86,1.0,3.0,2.0,139.0,91.0,20.0,3.0,24.0,13.0,3.0,8.0,109.0,3.0
4342,VERMONT,State Police Agencies,Rockingham,5227.0,71,281.0,69.0,69,2.0,2.0,2.0,105.0,49.0,5.0,1.0,13.0,12.0,1.0,3.0,45.0,1.0
4343,VERMONT,State Police Agencies,Royalton,5227.0,79,309.0,48.0,75,2.0,1.0,1.0,104.0,78.0,7.0,1.0,29.0,13.0,3.0,3.0,41.0,1.0
4344,VERMONT,State Police Agencies,Rutland,5227.0,123,837.0,65.0,104,4.0,11.0,2.0,247.0,134.0,21.0,1.0,67.0,18.0,5.0,5.0,63.0,4.0
4345,VERMONT,State Police Agencies,Shaftsbury,5227.0,77,326.0,247.0,71,2.0,2.0,2.0,110.0,65.0,11.0,2.0,18.0,7.0,3.0,6.0,136.0,4.0
4346,VERMONT,State Police Agencies,St. Albans,5227.0,142,724.0,78.0,128,4.0,8.0,2.0,199.0,145.0,43.0,7.0,29.0,42.0,4.0,10.0,74.0,1.0
4347,VERMONT,State Police Agencies,St. Johnsbury,5227.0,211,593.0,69.0,197,5.0,7.0,1.0,181.0,129.0,35.0,7.0,39.0,11.0,3.0,6.0,56.0,3.0
4348,VERMONT,State Police Agencies,Williston,5227.0,53,402.0,77.0,46,2.0,4.0,3.0,91.0,68.0,10.0,3.0,42.0,8.0,3.0,6.0,77.0,4.0
4349,VERMONT,State Police Agencies,Vermont State Police,5227.0,0,68.0,388.0,,2.0,6.0,2.0,25.5,38.0,68.0,6.0,13.0,6.0,3.0,3.0,386.0,4.0
4350,VERMONT,State Police Agencies,"Vermont State Police Headquarters, Bureau of Criminal Investigations",5227.0,2,4.0,86.0,2,2.0,6.0,2.0,25.5,2.0,13.0,6.0,13.0,6.0,3.0,3.0,62.0,1.0
4351,VERMONT,Other Agencies,Attorney General,5227.0,1,11.0,1.0,,2.0,6.0,2.0,25.5,38.0,10.0,6.0,1.0,6.0,3.0,3.0,1.0,4.0
4352,VERMONT,Other Agencies,Department of Motor Vehicles,5227.0,0,13.0,1.0,,2.0,6.0,2.0,25.5,38.0,7.0,6.0,13.0,1.0,3.0,3.0,1.0,4.0
4353,VERMONT,Other Agencies,"Fish and Wildlife Department, Law Enforcement Division",5227.0,0,2.0,24.0,,2.0,6.0,2.0,25.5,1.0,13.0,6.0,13.0,6.0,3.0,3.0,24.0,4.0
4354,VERMONT,Other Agencies,"Secretary of State, Investigations Unit",5227.0,1,14.0,1.0,1,2.0,6.0,2.0,25.5,38.0,12.0,6.0,13.0,6.0,3.0,3.0,25.0,1.0
4355,VIRGINIA,Cities,Abingdon,8273.0,102,411.0,90.0,95,2.0,3.0,2.0,36.0,79.0,21.0,9.0,13.0,7.0,3.0,1.0,77.0,8.0
4356,VIRGINIA,Cities,Alexandria,145892.0,"1,275",4846.0,666.0,"1,241",18.0,16.0,2.0,253.0,1132.0,350.0,129.0,508.0,321.0,141.0,82.0,512.0,39.0
4357,VIRGINIA,Cities,Altavista,3500.0,42,109.0,16.0,39,1.0,1.0,1.0,8.0,27.0,3.0,2.0,4.0,3.0,3.0,3.0,11.0,2.0
4358,VIRGINIA,Cities,Amherst,2242.0,11,36.0,22.0,11,2.0,6.0,2.0,5.0,6.0,2.0,2.0,2.0,1.0,3.0,3.0,16.0,2.0
4359,VIRGINIA,Cities,Appalachia,1778.0,48,109.0,35.0,46,1.0,1.0,2.0,27.0,23.0,5.0,2.0,6.0,6.0,1.0,1.0,29.0,2.0
4360,VIRGINIA,Cities,Ashland,7336.0,212,387.0,114.0,201,7.0,4.0,2.0,12.0,80.0,46.0,19.0,61.0,6.0,4.0,2.0,70.0,8.0
4361,VIRGINIA,Cities,Bedford,6249.0,221,337.0,118.0,201,3.0,16.0,1.0,20.0,81.0,16.0,8.0,13.0,9.0,3.0,3.0,100.0,16.0
4362,VIRGINIA,Cities,Berryville,4299.0,19,74.0,6.0,17,2.0,6.0,2.0,2.0,30.0,2.0,2.0,9.0,2.0,3.0,3.0,4.0,4.0
4363,VIRGINIA,Cities,Big Stone Gap,5684.0,104,291.0,18.0,100,2.0,2.0,2.0,37.0,76.0,15.0,7.0,14.0,5.0,2.0,1.0,15.0,2.0
4364,VIRGINIA,Cities,Blacksburg,43070.0,318,1030.0,151.0,291,2.0,27.0,2.0,81.0,427.0,84.0,42.0,12.0,19.0,11.0,3.0,118.0,8.0
4365,VIRGINIA,Cities,Blackstone,3656.0,92,180.0,50.0,78,7.0,5.0,2.0,14.0,65.0,7.0,6.0,1.0,7.0,3.0,1.0,47.0,3.0
4366,VIRGINIA,Cities,Bloxom,394.0,0,1.0,0.0,,2.0,6.0,2.0,25.5,1.0,13.0,6.0,13.0,6.0,3.0,3.0,25.0,4.0
4367,VIRGINIA,Cities,Bluefield,5462.0,59,341.0,69.0,54,1.0,4.0,2.0,23.0,34.0,19.0,10.0,12.0,7.0,3.0,3.0,50.0,2.0
4368,VIRGINIA,Cities,Bowling Green,1127.0,0,0.0,0.0,,2.0,6.0,2.0,25.5,38.0,13.0,6.0,13.0,6.0,3.0,3.0,25.0,4.0
4369,VIRGINIA,Cities,Boykins,565.0,9,27.0,3.0,8,1.0,6.0,2.0,2.0,11.0,1.0,1.0,1.0,6.0,3.0,3.0,1.0,4.0
4370,VIRGINIA,Cities,Bridgewater,5722.0,11,57.0,20.0,10,2.0,1.0,2.0,8.0,14.0,3.0,6.0,3.0,1.0,3.0,3.0,17.0,3.0
4371,VIRGINIA,Cities,Bristol,17946.0,444,1051.0,161.0,407,5.0,29.0,1.0,104.0,232.0,83.0,68.0,6.0,30.0,17.0,8.0,120.0,29.0
4372,VIRGINIA,Cities,Broadway,3745.0,5,6.0,2.0,5,2.0,6.0,2.0,25.5,2.0,13.0,6.0,13.0,2.0,3.0,3.0,2.0,4.0
4373,VIRGINIA,Cities,Brookneal,1127.0,1,22.0,2.0,1,2.0,6.0,2.0,1.0,2.0,3.0,2.0,1.0,6.0,3.0,3.0,2.0,4.0
4374,VIRGINIA,Cities,Burkeville,437.0,2,9.0,0.0,1,2.0,1.0,2.0,25.5,38.0,13.0,6.0,13.0,6.0,3.0,3.0,25.0,4.0
4375,VIRGINIA,Cities,Cape Charles,1019.0,4,12.0,2.0,2,2.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,4.0
4376,VIRGINIA,Cities,Charlottesville,43991.0,"1,134",2583.0,420.0,"1,067",14.0,51.0,2.0,164.0,772.0,171.0,62.0,133.0,94.0,50.0,4.0,371.0,35.0
4377,VIRGINIA,Cities,Chase City,2368.0,16,127.0,16.0,14,1.0,1.0,2.0,10.0,39.0,6.0,2.0,13.0,3.0,2.0,3.0,15.0,1.0
4378,VIRGINIA,Cities,Chatham,1272.0,0,18.0,0.0,,2.0,6.0,2.0,2.0,4.0,13.0,6.0,13.0,6.0,3.0,3.0,25.0,4.0
4379,VIRGINIA,Cities,Chesapeake,227531.0,"5,492",10132.0,2565.0,"5,234",81.0,161.0,3.0,1008.0,1795.0,1281.0,370.0,1128.0,271.0,203.0,43.0,1640.0,256.0
4380,VIRGINIA,Cities,Chilhowie,1792.0,7,76.0,12.0,7,2.0,6.0,2.0,5.0,8.0,4.0,2.0,1.0,2.0,3.0,1.0,10.0,1.0
4381,VIRGINIA,Cities,Chincoteague,2989.0,36,92.0,50.0,33,2.0,3.0,2.0,5.0,17.0,8.0,3.0,2.0,6.0,1.0,1.0,46.0,4.0
4382,VIRGINIA,Cities,Christiansburg,21262.0,499,986.0,275.0,468,5.0,25.0,1.0,82.0,149.0,114.0,34.0,5.0,12.0,4.0,4.0,181.0,28.0
4383,VIRGINIA,Cities,Clarksville,1149.0,3,48.0,5.0,3,2.0,6.0,2.0,7.0,10.0,5.0,3.0,1.0,6.0,3.0,3.0,4.0,1.0
4384,VIRGINIA,Cities,Clifton Forge,3909.0,58,127.0,16.0,51,1.0,6.0,2.0,13.0,32.0,7.0,5.0,2.0,2.0,3.0,3.0,13.0,4.0
4385,VIRGINIA,Cities,Clintwood,1414.0,12,42.0,4.0,12,2.0,6.0,2.0,7.0,3.0,1.0,1.0,3.0,6.0,3.0,3.0,4.0,4.0
4386,VIRGINIA,Cities,Coeburn,2168.0,36,117.0,59.0,32,2.0,4.0,2.0,15.0,19.0,3.0,2.0,5.0,3.0,2.0,3.0,39.0,10.0
4387,VIRGINIA,Cities,Colonial Beach,3609.0,28,51.0,22.0,24,2.0,2.0,1.0,2.0,16.0,1.0,1.0,5.0,2.0,3.0,3.0,18.0,3.0
4388,VIRGINIA,Cities,Colonial Heights,17632.0,254,1359.0,281.0,223,10.0,21.0,2.0,57.0,155.0,123.0,52.0,114.0,41.0,9.0,3.0,244.0,29.0
4389,VIRGINIA,Cities,Covington,6004.0,149,249.0,38.0,137,1.0,10.0,2.0,26.0,80.0,7.0,3.0,1.0,3.0,1.0,3.0,20.0,8.0
4390,VIRGINIA,Cities,Crewe,2351.0,25,128.0,39.0,21,1.0,3.0,2.0,11.0,51.0,5.0,3.0,4.0,5.0,2.0,3.0,38.0,4.0
4391,VIRGINIA,Cities,Culpeper,16846.0,442,980.0,193.0,402,11.0,28.0,1.0,32.0,241.0,114.0,24.0,78.0,23.0,13.0,7.0,151.0,20.0
4392,VIRGINIA,Cities,Damascus,822.0,10,36.0,63.0,9,2.0,1.0,2.0,1.0,6.0,3.0,6.0,2.0,4.0,3.0,3.0,52.0,4.0
4393,VIRGINIA,Cities,Danville,43324.0,"1,502",3279.0,1129.0,"1,433",7.0,57.0,2.0,423.0,878.0,260.0,50.0,50.0,44.0,55.0,5.0,936.0,167.0
4394,VIRGINIA,Cities,Dayton,1552.0,4,26.0,5.0,4,2.0,6.0,2.0,1.0,13.0,4.0,6.0,1.0,6.0,3.0,3.0,4.0,4.0
