,State,Agency Type,City,Population1,Crimes Against Persons,Crimes Against Property,Crimes Against Society,Crimes Against Persons,Kidnapping/ Abduction,Sex Offenses,"Sex Offenses, Nonforcible",Burglary/ Breaking & Entering,Destruction/ Damage/ Vandalism,Fraud Offenses,Credit Card/ Automated Teller Machine Fraud,Theft From Building,Motor Vehicle Theft,Robbery,Stolen Property Offenses ,Drug/ Narcotic Violations,Weapon Law Violations
796,IOWA,Nonmetropolitan Counties,Clinton,5227.0,82,196.0,37.0,78,2.0,4.0,2.0,54.0,68.0,12.0,3.0,4.0,1.0,3.0,3.0,21.0,1.0
797,IOWA,Nonmetropolitan Counties,Crawford,5227.0,6,4.0,0.0,6,2.0,6.0,2.0,2.0,38.0,13.0,6.0,13.0,6.0,3.0,3.0,25.0,4.0
798,IOWA,Nonmetropolitan Counties,Davis,5227.0,11,13.0,4.0,11,2.0,6.0,2.0,5.0,1.0,13.0,6.0,1.0,6.0,3.0,3.0,4.0,4.0
799,IOWA,Nonmetropolitan Counties,Delaware,5227.0,16,24.0,8.0,15,2.0,1.0,2.0,10.0,8.0,13.0,6.0,1.0,1.0,3.0,3.0,7.0,1.0
800,IOWA,Nonmetropolitan Counties,Des Moines,5227.0,65,255.0,58.0,59,2.0,5.0,2.0,57.0,71.0,16.0,7.0,12.0,12.0,3.0,1.0,28.0,7.0
801,IOWA,Nonmetropolitan Counties,Emmet,5227.0,17,47.0,9.0,16,2.0,1.0,2.0,7.0,18.0,13.0,6.0,4.0,2.0,3.0,3.0,4.0,4.0
802,IOWA,Nonmetropolitan Counties,Fayette,5227.0,37,103.0,26.0,33,2.0,4.0,2.0,16.0,32.0,7.0,2.0,11.0,10.0,3.0,3.0,14.0,1.0
803,IOWA,Nonmetropolitan Counties,Floyd,5227.0,8,29.0,10.0,7,2.0,6.0,1.0,9.0,4.0,1.0,6.0,4.0,1.0,1.0,3.0,5.0,4.0
804,IOWA,Nonmetropolitan Counties,Hancock,5227.0,8,36.0,9.0,8,2.0,6.0,2.0,16.0,6.0,1.0,6.0,3.0,6.0,3.0,1.0,9.0,4.0
805,IOWA,Nonmetropolitan Counties,Hardin,5227.0,53,218.0,36.0,49,2.0,4.0,2.0,47.0,73.0,10.0,4.0,7.0,3.0,3.0,3.0,17.0,2.0
806,IOWA,Nonmetropolitan Counties,Henry,5227.0,72,167.0,34.0,63,2.0,6.0,3.0,28.0,50.0,1.0,1.0,25.0,15.0,3.0,2.0,13.0,8.0
807,IOWA,Nonmetropolitan Counties,Howard,5227.0,27,97.0,14.0,26,2.0,1.0,2.0,29.0,31.0,3.0,1.0,13.0,3.0,3.0,3.0,7.0,4.0
808,IOWA,Nonmetropolitan Counties,Humboldt,5227.0,14,80.0,0.0,14,2.0,6.0,2.0,22.0,26.0,1.0,1.0,7.0,5.0,3.0,1.0,25.0,4.0
809,IOWA,Nonmetropolitan Counties,Ida,5227.0,27,128.0,5.0,23,2.0,3.0,1.0,39.0,31.0,3.0,1.0,11.0,1.0,3.0,1.0,2.0,1.0
810,IOWA,Nonmetropolitan Counties,Iowa,5227.0,26,123.0,30.0,26,2.0,6.0,2.0,18.0,35.0,9.0,6.0,4.0,3.0,3.0,3.0,16.0,4.0
811,IOWA,Nonmetropolitan Counties,Jasper,5227.0,64,232.0,64.0,54,1.0,9.0,2.0,95.0,24.0,12.0,4.0,12.0,15.0,3.0,3.0,28.0,6.0
812,IOWA,Nonmetropolitan Counties,Kossuth,5227.0,22,83.0,14.0,22,2.0,6.0,2.0,35.0,23.0,13.0,6.0,1.0,2.0,3.0,3.0,7.0,4.0
813,IOWA,Nonmetropolitan Counties,Lee,5227.0,63,224.0,64.0,62,2.0,1.0,2.0,40.0,58.0,25.0,12.0,24.0,16.0,3.0,3.0,56.0,3.0
814,IOWA,Nonmetropolitan Counties,Louisa,5227.0,57,158.0,25.0,44,2.0,5.0,8.0,35.0,37.0,1.0,6.0,16.0,4.0,3.0,1.0,18.0,4.0
815,IOWA,Nonmetropolitan Counties,Lucas,5227.0,26,142.0,8.0,23,2.0,3.0,2.0,27.0,40.0,4.0,1.0,13.0,18.0,3.0,3.0,4.0,1.0
816,IOWA,Nonmetropolitan Counties,Lyon,5227.0,70,159.0,25.0,65,2.0,4.0,1.0,22.0,68.0,2.0,1.0,9.0,10.0,3.0,2.0,13.0,4.0
817,IOWA,Nonmetropolitan Counties,Marshall,5227.0,31,117.0,44.0,30,2.0,1.0,2.0,30.0,36.0,2.0,2.0,13.0,10.0,3.0,3.0,28.0,3.0
818,IOWA,Nonmetropolitan Counties,Mitchell,5227.0,3,29.0,4.0,3,2.0,6.0,2.0,7.0,2.0,1.0,6.0,13.0,2.0,3.0,3.0,3.0,4.0
819,IOWA,Nonmetropolitan Counties,Monona,5227.0,7,37.0,4.0,6,2.0,1.0,2.0,5.0,7.0,13.0,6.0,10.0,4.0,3.0,3.0,2.0,4.0
820,IOWA,Nonmetropolitan Counties,Monroe,5227.0,17,78.0,21.0,15,2.0,1.0,1.0,12.0,14.0,1.0,6.0,24.0,4.0,3.0,3.0,9.0,3.0
821,IOWA,Nonmetropolitan Counties,Muscatine,5227.0,50,194.0,35.0,44,2.0,6.0,2.0,67.0,33.0,10.0,7.0,23.0,10.0,2.0,3.0,21.0,1.0
822,IOWA,Nonmetropolitan Counties,O'Brien,5227.0,37,129.0,27.0,35,1.0,1.0,2.0,38.0,38.0,2.0,6.0,10.0,4.0,3.0,3.0,16.0,4.0
823,IOWA,Nonmetropolitan Counties,Osceola,5227.0,15,15.0,17.0,14,2.0,1.0,2.0,3.0,3.0,13.0,6.0,1.0,2.0,3.0,3.0,11.0,4.0
824,IOWA,Nonmetropolitan Counties,Page,5227.0,22,88.0,9.0,22,2.0,6.0,2.0,18.0,26.0,2.0,1.0,12.0,2.0,3.0,3.0,2.0,4.0
825,IOWA,Nonmetropolitan Counties,Palo Alto,5227.0,31,130.0,28.0,29,2.0,2.0,2.0,43.0,40.0,4.0,2.0,5.0,5.0,3.0,3.0,16.0,1.0
826,IOWA,Nonmetropolitan Counties,Pocahontas,5227.0,58,108.0,70.0,50,2.0,6.0,2.0,24.0,23.0,7.0,5.0,20.0,1.0,3.0,3.0,35.0,3.0
827,IOWA,Nonmetropolitan Counties,Sac,5227.0,29,86.0,20.0,25,2.0,4.0,2.0,22.0,22.0,3.0,1.0,10.0,7.0,2.0,3.0,11.0,1.0
828,IOWA,Nonmetropolitan Counties,Shelby,5227.0,4,4.0,8.0,4,2.0,6.0,2.0,1.0,38.0,13.0,6.0,1.0,2.0,3.0,3.0,6.0,1.0
829,IOWA,Nonmetropolitan Counties,Sioux,5227.0,49,176.0,59.0,46,1.0,2.0,2.0,36.0,45.0,19.0,2.0,30.0,5.0,3.0,3.0,37.0,4.0
830,IOWA,Nonmetropolitan Counties,Tama,5227.0,63,136.0,24.0,56,2.0,7.0,2.0,41.0,26.0,7.0,3.0,6.0,8.0,3.0,3.0,14.0,1.0
831,IOWA,Nonmetropolitan Counties,Taylor,5227.0,2,27.0,0.0,2,2.0,6.0,2.0,3.0,9.0,13.0,6.0,3.0,6.0,3.0,3.0,25.0,4.0
832,IOWA,Nonmetropolitan Counties,Union,5227.0,9,53.0,3.0,5,1.0,3.0,2.0,18.0,9.0,5.0,2.0,5.0,2.0,3.0,3.0,2.0,1.0
833,IOWA,Nonmetropolitan Counties,Van Buren,5227.0,45,87.0,14.0,44,2.0,1.0,2.0,22.0,22.0,2.0,6.0,4.0,6.0,3.0,3.0,11.0,1.0
834,IOWA,Nonmetropolitan Counties,Wapello,5227.0,61,185.0,30.0,58,2.0,2.0,2.0,60.0,39.0,4.0,1.0,6.0,21.0,3.0,3.0,17.0,7.0
835,IOWA,Nonmetropolitan Counties,Wayne,5227.0,12,32.0,9.0,12,2.0,6.0,2.0,6.0,13.0,13.0,6.0,13.0,6.0,3.0,3.0,4.0,2.0
836,IOWA,Nonmetropolitan Counties,Webster,5227.0,56,293.0,50.0,56,2.0,6.0,2.0,47.0,99.0,14.0,12.0,15.0,9.0,3.0,1.0,24.0,3.0
837,IOWA,Nonmetropolitan Counties,Winnebago,5227.0,2,3.0,3.0,2,2.0,6.0,2.0,2.0,38.0,13.0,6.0,1.0,6.0,3.0,3.0,3.0,4.0
838,IOWA,Nonmetropolitan Counties,Winneshiek,5227.0,6,24.0,0.0,6,2.0,6.0,2.0,6.0,5.0,1.0,1.0,4.0,6.0,3.0,3.0,25.0,4.0
839,IOWA,Nonmetropolitan Counties,Worth,5227.0,27,144.0,24.0,24,2.0,1.0,2.0,43.0,30.0,6.0,3.0,14.0,6.0,3.0,3.0,11.0,4.0
840,IOWA,Nonmetropolitan Counties,Wright,5227.0,7,47.0,14.0,7,2.0,6.0,2.0,9.0,9.0,1.0,6.0,1.0,2.0,3.0,3.0,12.0,2.0
841,KANSAS,Cities,Abilene,6874.0,112,368.0,36.0,103,3.0,5.0,1.0,31.0,114.0,22.0,12.0,43.0,5.0,1.0,1.0,17.0,4.0
842,KANSAS,Cities,Altamont,1081.0,8,21.0,12.0,8,2.0,6.0,2.0,5.0,5.0,3.0,1.0,2.0,6.0,3.0,3.0,6.0,1.0
843,KANSAS,Cities,Andover,11839.0,127,487.0,74.0,114,1.0,12.0,2.0,14.0,100.0,82.0,12.0,84.0,13.0,1.0,1.0,39.0,2.0
844,KANSAS,Cities,Anthony,2265.0,28,71.0,7.0,25,1.0,2.0,2.0,9.0,13.0,3.0,6.0,5.0,3.0,3.0,3.0,3.0,1.0
845,KANSAS,Cities,Arkansas City,12464.0,374,947.0,222.0,333,16.0,21.0,4.0,127.0,272.0,83.0,18.0,70.0,24.0,2.0,3.0,109.0,2.0
846,KANSAS,Cities,Arma,1492.0,29,43.0,5.0,26,1.0,1.0,2.0,4.0,16.0,2.0,6.0,1.0,1.0,3.0,3.0,3.0,4.0
847,KANSAS,Cities,Assaria,418.0,0,0.0,0.0,,2.0,6.0,2.0,25.5,38.0,13.0,6.0,13.0,6.0,3.0,3.0,25.0,4.0
848,KANSAS,Cities,Atchison,10999.0,224,602.0,83.0,208,1.0,15.0,2.0,91.0,116.0,21.0,3.0,75.0,19.0,6.0,3.0,67.0,4.0
849,KANSAS,Cities,Augusta,9312.0,218,639.0,82.0,194,2.0,20.0,4.0,61.0,175.0,90.0,47.0,56.0,9.0,1.0,6.0,34.0,7.0
850,KANSAS,Cities,Baldwin City,4592.0,31,142.0,12.0,27,1.0,3.0,2.0,18.0,41.0,6.0,1.0,15.0,1.0,3.0,3.0,7.0,4.0
851,KANSAS,Cities,Basehor,4716.0,23,91.0,27.0,23,2.0,6.0,2.0,5.0,19.0,17.0,3.0,6.0,2.0,1.0,2.0,16.0,3.0
852,KANSAS,Cities,Baxter Springs,4216.0,56,171.0,23.0,55,1.0,6.0,2.0,32.0,50.0,6.0,3.0,14.0,3.0,3.0,1.0,11.0,2.0
853,KANSAS,Cities,Bel Aire,6841.0,12,75.0,11.0,11,2.0,1.0,2.0,18.0,21.0,3.0,2.0,5.0,3.0,3.0,1.0,6.0,4.0
854,KANSAS,Cities,Belle Plaine,1665.0,25,32.0,7.0,21,2.0,2.0,2.0,8.0,14.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,4.0
855,KANSAS,Cities,Beloit,3808.0,85,113.0,37.0,78,2.0,5.0,2.0,13.0,35.0,22.0,20.0,11.0,2.0,3.0,3.0,21.0,4.0
856,KANSAS,Cities,Benton,883.0,4,8.0,0.0,4,2.0,6.0,2.0,25.5,1.0,1.0,1.0,3.0,1.0,3.0,3.0,25.0,4.0
857,KANSAS,Cities,Bonner Springs,7384.0,127,535.0,77.0,124,1.0,2.0,2.0,31.0,165.0,65.0,39.0,37.0,26.0,3.0,5.0,46.0,7.0
858,KANSAS,Cities,Buhler,1335.0,11,19.0,4.0,11,2.0,6.0,2.0,25.5,6.0,13.0,6.0,7.0,2.0,3.0,3.0,2.0,4.0
859,KANSAS,Cities,Burden,537.0,6,19.0,2.0,5,2.0,1.0,2.0,3.0,10.0,13.0,6.0,13.0,2.0,3.0,3.0,1.0,4.0
860,KANSAS,Cities,Burlington,2668.0,34,60.0,25.0,31,2.0,1.0,2.0,3.0,15.0,10.0,3.0,5.0,2.0,3.0,3.0,13.0,1.0
861,KANSAS,Cities,Chanute,9131.0,244,643.0,58.0,216,4.0,22.0,2.0,84.0,192.0,35.0,13.0,42.0,10.0,4.0,6.0,28.0,7.0
862,KANSAS,Cities,Chapman,1401.0,10,19.0,2.0,10,2.0,6.0,2.0,3.0,4.0,2.0,6.0,2.0,1.0,3.0,3.0,1.0,4.0
863,KANSAS,Cities,Chase,478.0,0,0.0,0.0,,2.0,6.0,2.0,25.5,38.0,13.0,6.0,13.0,6.0,3.0,3.0,25.0,4.0
864,KANSAS,Cities,Cheney,2117.0,15,28.0,1.0,15,2.0,6.0,2.0,6.0,9.0,2.0,2.0,1.0,6.0,3.0,3.0,25.0,4.0
865,KANSAS,Cities,Chetopa,1126.0,20,27.0,27.0,19,1.0,6.0,2.0,7.0,8.0,13.0,6.0,2.0,2.0,1.0,2.0,13.0,2.0
866,KANSAS,Cities,Clay Center,4376.0,64,227.0,31.0,54,2.0,8.0,2.0,39.0,48.0,27.0,2.0,18.0,4.0,3.0,3.0,14.0,3.0
867,KANSAS,Cities,Clearwater,2509.0,17,63.0,19.0,16,2.0,1.0,2.0,15.0,16.0,3.0,2.0,7.0,1.0,3.0,1.0,8.0,1.0
868,KANSAS,Cities,Coffeyville,10189.0,455,1051.0,212.0,426,9.0,18.0,1.0,133.0,265.0,132.0,24.0,111.0,15.0,12.0,3.0,93.0,28.0
869,KANSAS,Cities,Colby,5466.0,119,260.0,30.0,105,4.0,9.0,1.0,24.0,83.0,28.0,9.0,24.0,11.0,2.0,2.0,15.0,1.0
870,KANSAS,Cities,Columbus,3295.0,70,116.0,15.0,63,1.0,5.0,2.0,23.0,27.0,7.0,2.0,15.0,2.0,3.0,2.0,10.0,4.0
871,KANSAS,Cities,Concordia,5329.0,189,383.0,30.0,164,9.0,13.0,3.0,57.0,108.0,34.0,15.0,63.0,6.0,3.0,3.0,12.0,4.0
872,KANSAS,Cities,Council Grove,2180.0,5,68.0,9.0,3,1.0,1.0,2.0,8.0,16.0,17.0,11.0,5.0,1.0,3.0,3.0,4.0,1.0
873,KANSAS,Cities,Derby,22393.0,242,1081.0,62.0,223,1.0,14.0,4.0,71.0,254.0,249.0,90.0,85.0,25.0,3.0,3.0,27.0,4.0
874,KANSAS,Cities,Dodge City,28064.0,606,2202.0,385.0,532,23.0,47.0,2.0,244.0,635.0,353.0,120.0,94.0,36.0,16.0,5.0,194.0,22.0
875,KANSAS,Cities,Edwardsville,4382.0,78,182.0,78.0,73,1.0,3.0,2.0,25.0,68.0,9.0,4.0,10.0,9.0,3.0,4.0,36.0,2.0
876,KANSAS,Cities,El Dorado,13074.0,332,823.0,159.0,299,7.0,21.0,5.0,128.0,186.0,98.0,40.0,63.0,29.0,3.0,3.0,77.0,19.0
877,KANSAS,Cities,Ellinwood,2154.0,14,92.0,4.0,11,2.0,3.0,2.0,16.0,23.0,10.0,3.0,2.0,3.0,1.0,3.0,3.0,4.0
878,KANSAS,Cities,Ellsworth,3129.0,23,105.0,3.0,19,1.0,3.0,2.0,20.0,22.0,15.0,2.0,9.0,2.0,3.0,3.0,1.0,4.0
879,KANSAS,Cities,Elwood,1229.0,27,63.0,41.0,25,2.0,2.0,2.0,12.0,16.0,11.0,5.0,2.0,5.0,3.0,1.0,20.0,2.0
880,KANSAS,Cities,Emporia,25099.0,363,1417.0,102.0,324,13.0,26.0,2.0,133.0,464.0,64.0,64.0,55.0,26.0,7.0,1.0,88.0,10.0
881,KANSAS,Cities,Eudora,6249.0,88,164.0,4.0,78,6.0,4.0,2.0,20.0,44.0,24.0,3.0,11.0,2.0,3.0,2.0,2.0,1.0
882,KANSAS,Cities,Fairway,3965.0,7,51.0,20.0,6,2.0,1.0,2.0,6.0,8.0,13.0,7.0,7.0,1.0,1.0,3.0,12.0,4.0
883,KANSAS,Cities,Fort Scott,8031.0,279,644.0,85.0,244,12.0,23.0,2.0,77.0,197.0,63.0,24.0,57.0,19.0,1.0,2.0,39.0,3.0
884,KANSAS,Cities,Frontenac,3463.0,42,105.0,14.0,39,1.0,2.0,2.0,21.0,28.0,9.0,1.0,8.0,6.0,3.0,3.0,6.0,4.0
885,KANSAS,Cities,Galena,3070.0,79,279.0,29.0,76,2.0,3.0,2.0,54.0,74.0,13.0,8.0,20.0,10.0,1.0,1.0,15.0,2.0
886,KANSAS,Cities,Garden City,27017.0,612,1576.0,422.0,549,22.0,34.0,6.0,88.0,461.0,205.0,87.0,95.0,24.0,9.0,10.0,222.0,39.0
887,KANSAS,Cities,Gardner,19532.0,319,606.0,125.0,288,12.0,19.0,2.0,68.0,166.0,71.0,41.0,48.0,17.0,2.0,6.0,61.0,13.0
888,KANSAS,Cities,Garnett,3419.0,57,202.0,25.0,48,5.0,3.0,1.0,26.0,56.0,24.0,13.0,14.0,4.0,3.0,3.0,13.0,1.0
889,KANSAS,Cities,Girard,2810.0,64,82.0,4.0,59,1.0,4.0,2.0,9.0,18.0,8.0,1.0,18.0,1.0,3.0,3.0,2.0,4.0
890,KANSAS,Cities,Goddard,4389.0,30,159.0,51.0,25,1.0,2.0,2.0,19.0,46.0,11.0,5.0,4.0,2.0,1.0,3.0,24.0,2.0
891,KANSAS,Cities,Grandview Plaza,1611.0,77,85.0,25.0,72,3.0,2.0,2.0,7.0,31.0,9.0,5.0,11.0,5.0,3.0,1.0,11.0,2.0
892,KANSAS,Cities,Great Bend,16174.0,639,1315.0,118.0,608,10.0,21.0,2.0,143.0,367.0,148.0,71.0,105.0,32.0,6.0,3.0,58.0,9.0
893,KANSAS,Cities,Halstead,2106.0,10,60.0,4.0,9,1.0,6.0,2.0,9.0,23.0,4.0,1.0,5.0,6.0,3.0,3.0,2.0,4.0
894,KANSAS,Cities,Haven,1247.0,10,35.0,4.0,9,2.0,1.0,2.0,4.0,14.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0
895,KANSAS,Cities,Hays,20823.0,376,1156.0,512.0,346,11.0,17.0,2.0,68.0,333.0,103.0,58.0,50.0,34.0,6.0,9.0,245.0,41.0
896,KANSAS,Cities,Haysville,10939.0,339,567.0,123.0,294,6.0,38.0,1.0,58.0,168.0,93.0,77.0,39.0,14.0,2.0,7.0,57.0,10.0
897,KANSAS,Cities,Herington,2538.0,40,74.0,4.0,35,2.0,4.0,1.0,17.0,20.0,3.0,2.0,8.0,6.0,3.0,3.0,2.0,4.0
898,KANSAS,Cities,Hesston,3744.0,15,111.0,13.0,15,2.0,6.0,2.0,12.0,36.0,7.0,2.0,7.0,2.0,1.0,1.0,6.0,2.0
899,KANSAS,Cities,Hiawatha,3197.0,67,138.0,15.0,66,1.0,6.0,2.0,8.0,25.0,11.0,8.0,25.0,3.0,3.0,3.0,9.0,2.0
900,KANSAS,Cities,Hoisington,2737.0,43,110.0,28.0,37,1.0,5.0,2.0,20.0,33.0,10.0,1.0,8.0,4.0,3.0,1.0,13.0,2.0
901,KANSAS,Cities,Holcomb,2123.0,18,64.0,1.0,18,2.0,6.0,2.0,9.0,16.0,4.0,4.0,9.0,6.0,3.0,1.0,25.0,4.0
902,KANSAS,Cities,Holton,3339.0,45,158.0,63.0,43,1.0,1.0,2.0,17.0,34.0,12.0,1.0,12.0,4.0,3.0,5.0,30.0,4.0
903,KANSAS,Cities,Horton,1789.0,69,73.0,29.0,65,1.0,3.0,2.0,15.0,24.0,3.0,6.0,7.0,2.0,3.0,3.0,15.0,4.0
904,KANSAS,Cities,Hugoton,3849.0,18,21.0,8.0,18,2.0,6.0,2.0,1.0,8.0,13.0,6.0,2.0,1.0,3.0,3.0,4.0,4.0
905,KANSAS,Cities,Hutchinson,42357.0,"1,704",4921.0,434.0,"1,602",33.0,64.0,4.0,499.0,1344.0,721.0,347.0,457.0,131.0,25.0,22.0,199.0,39.0
906,KANSAS,Cities,Inman,1387.0,17,32.0,6.0,16,1.0,6.0,2.0,4.0,9.0,6.0,3.0,2.0,6.0,3.0,3.0,3.0,4.0
907,KANSAS,Cities,Iola,5716.0,171,531.0,104.0,159,2.0,10.0,2.0,44.0,132.0,60.0,14.0,19.0,5.0,1.0,3.0,51.0,8.0
908,KANSAS,Cities,Junction City,24138.0,828,1244.0,264.0,771,31.0,25.0,2.0,155.0,443.0,109.0,55.0,84.0,25.0,13.0,2.0,133.0,25.0
909,KANSAS,Cities,Kingman,3192.0,56,114.0,36.0,55,1.0,6.0,2.0,16.0,44.0,7.0,1.0,10.0,3.0,3.0,3.0,16.0,1.0
910,KANSAS,Cities,Kiowa,1036.0,8,14.0,2.0,7,2.0,1.0,2.0,2.0,6.0,13.0,6.0,13.0,2.0,3.0,3.0,25.0,4.0
911,KANSAS,Cities,La Cygne,1150.0,16,10.0,4.0,15,2.0,1.0,2.0,1.0,6.0,1.0,6.0,13.0,1.0,3.0,3.0,2.0,1.0
912,KANSAS,Cities,Lansing,11443.0,129,141.0,27.0,115,2.0,12.0,2.0,29.0,48.0,15.0,9.0,7.0,3.0,2.0,2.0,13.0,1.0
913,KANSAS,Cities,Larned,4101.0,140,235.0,21.0,125,5.0,9.0,1.0,30.0,82.0,29.0,17.0,19.0,4.0,3.0,1.0,9.0,4.0
914,KANSAS,Cities,Lawrence,89180.0,"2,657",7351.0,725.0,"2,427",108.0,116.0,6.0,602.0,1817.0,982.0,567.0,484.0,206.0,53.0,39.0,361.0,71.0
915,KANSAS,Cities,Leavenworth,35857.0,"1,156",2144.0,476.0,"1,084",31.0,40.0,1.0,243.0,641.0,207.0,116.0,232.0,79.0,30.0,25.0,236.0,44.0
916,KANSAS,Cities,Leawood,32554.0,131,734.0,248.0,116,5.0,9.0,2.0,82.0,153.0,72.0,11.0,95.0,12.0,5.0,9.0,115.0,11.0
917,KANSAS,Cities,Lebo,937.0,1,0.0,0.0,1,2.0,6.0,2.0,25.5,38.0,13.0,6.0,13.0,6.0,3.0,3.0,25.0,4.0
918,KANSAS,Cities,Lenexa,49222.0,496,1513.0,678.0,456,9.0,29.0,2.0,94.0,408.0,58.0,16.0,207.0,99.0,5.0,26.0,348.0,28.0
919,KANSAS,Cities,Liberal,20968.0,330,1197.0,210.0,289,22.0,18.0,1.0,151.0,453.0,112.0,53.0,50.0,18.0,7.0,1.0,101.0,14.0
920,KANSAS,Cities,Lindsborg,3483.0,23,104.0,16.0,19,1.0,3.0,2.0,13.0,35.0,10.0,8.0,8.0,6.0,1.0,3.0,10.0,4.0
921,KANSAS,Cities,Louisburg,4327.0,18,70.0,19.0,17,2.0,6.0,1.0,9.0,12.0,8.0,8.0,1.0,1.0,3.0,2.0,8.0,2.0
922,KANSAS,Cities,Maize,3455.0,65,135.0,22.0,65,2.0,6.0,2.0,10.0,47.0,13.0,3.0,5.0,1.0,3.0,3.0,10.0,1.0
923,KANSAS,Cities,Marion,1918.0,28,48.0,8.0,27,1.0,6.0,2.0,10.0,26.0,1.0,1.0,2.0,6.0,3.0,3.0,4.0,4.0
924,KANSAS,Cities,Marysville,3278.0,47,147.0,16.0,45,2.0,2.0,2.0,14.0,47.0,18.0,6.0,14.0,3.0,3.0,1.0,10.0,1.0
925,KANSAS,Cities,McPherson,13249.0,425,764.0,115.0,400,12.0,12.0,2.0,119.0,253.0,39.0,17.0,67.0,18.0,1.0,2.0,56.0,6.0
926,KANSAS,Cities,Merriam,11237.0,268,876.0,134.0,238,7.0,21.0,2.0,59.0,223.0,57.0,25.0,62.0,79.0,12.0,5.0,58.0,8.0
927,KANSAS,Cities,Minneapolis,2052.0,21,60.0,14.0,16,1.0,4.0,2.0,6.0,19.0,2.0,6.0,4.0,3.0,1.0,3.0,6.0,2.0
928,KANSAS,Cities,Mission Hills,3572.0,4,44.0,20.0,4,2.0,6.0,2.0,6.0,16.0,2.0,6.0,13.0,1.0,1.0,3.0,9.0,4.0
929,KANSAS,Cities,Moran,560.0,0,0.0,0.0,,2.0,6.0,2.0,25.5,38.0,13.0,6.0,13.0,6.0,3.0,3.0,25.0,4.0
930,KANSAS,Cities,Mulvane,6158.0,55,223.0,74.0,53,2.0,1.0,1.0,18.0,37.0,53.0,31.0,35.0,9.0,2.0,3.0,40.0,3.0
931,KANSAS,Cities,Neodesha,2470.0,34,95.0,34.0,33,2.0,1.0,2.0,11.0,22.0,8.0,4.0,8.0,1.0,3.0,1.0,15.0,3.0
932,KANSAS,Cities,Newton,19328.0,546,1283.0,382.0,489,22.0,35.0,2.0,136.0,336.0,180.0,76.0,87.0,28.0,4.0,8.0,188.0,18.0
933,KANSAS,Cities,North Newton,1774.0,2,29.0,4.0,1,2.0,1.0,2.0,4.0,6.0,5.0,5.0,10.0,6.0,3.0,3.0,2.0,4.0
934,KANSAS,Cities,Norton,2923.0,41,103.0,5.0,35,1.0,4.0,1.0,11.0,29.0,9.0,3.0,18.0,3.0,3.0,3.0,2.0,4.0
935,KANSAS,Cities,Onaga,717.0,4,4.0,0.0,4,2.0,6.0,2.0,1.0,2.0,13.0,6.0,13.0,6.0,3.0,3.0,25.0,4.0
936,KANSAS,Cities,Osage City,2960.0,64,133.0,12.0,60,4.0,6.0,2.0,19.0,31.0,3.0,6.0,14.0,3.0,3.0,3.0,6.0,1.0
937,KANSAS,Cities,Osawatomie,4460.0,80,169.0,29.0,67,2.0,11.0,2.0,13.0,36.0,6.0,5.0,15.0,8.0,3.0,3.0,14.0,1.0
938,KANSAS,Cities,Oswego,1830.0,14,47.0,20.0,14,2.0,6.0,2.0,10.0,12.0,3.0,1.0,4.0,5.0,3.0,3.0,10.0,1.0
939,KANSAS,Cities,Ottawa,12684.0,217,580.0,132.0,190,9.0,16.0,2.0,55.0,136.0,87.0,25.0,31.0,8.0,2.0,3.0,62.0,3.0
940,KANSAS,Cities,Paola,5619.0,120,405.0,101.0,111,1.0,7.0,1.0,31.0,92.0,45.0,11.0,35.0,7.0,3.0,2.0,49.0,5.0
941,KANSAS,Cities,Park City,7373.0,138,374.0,119.0,126,2.0,10.0,2.0,26.0,131.0,29.0,3.0,11.0,15.0,4.0,5.0,59.0,10.0
942,KANSAS,Cities,Parsons,10507.0,503,1166.0,178.0,474,14.0,14.0,1.0,104.0,289.0,311.0,212.0,58.0,11.0,4.0,7.0,85.0,19.0
943,KANSAS,Cities,Prairie Village,21906.0,100,397.0,212.0,88,3.0,9.0,2.0,50.0,107.0,28.0,4.0,30.0,14.0,3.0,3.0,104.0,4.0
944,KANSAS,Cities,Pratt,6885.0,200,386.0,106.0,177,12.0,11.0,2.0,43.0,122.0,27.0,5.0,44.0,15.0,1.0,1.0,55.0,4.0
945,KANSAS,Cities,Rose Hill,3948.0,32,102.0,17.0,28,1.0,2.0,1.0,3.0,26.0,11.0,2.0,13.0,1.0,3.0,1.0,10.0,4.0
946,KANSAS,Cities,Rossville,1163.0,10,11.0,24.0,10,2.0,6.0,2.0,1.0,4.0,13.0,6.0,13.0,3.0,3.0,3.0,12.0,4.0
947,KANSAS,Cities,Russell,4520.0,100,192.0,45.0,83,7.0,10.0,2.0,28.0,58.0,24.0,11.0,14.0,9.0,3.0,3.0,21.0,2.0
948,KANSAS,Cities,Sabetha,2568.0,30,58.0,10.0,27,1.0,1.0,1.0,10.0,21.0,4.0,6.0,5.0,4.0,3.0,3.0,5.0,1.0
949,KANSAS,Cities,Salina,48155.0,"1,584",4361.0,720.0,"1,445",38.0,90.0,10.0,450.0,1294.0,447.0,229.0,309.0,106.0,23.0,24.0,344.0,41.0
950,KANSAS,Cities,Scott City,3815.0,58,106.0,21.0,52,3.0,3.0,2.0,10.0,20.0,20.0,4.0,4.0,3.0,3.0,1.0,10.0,1.0
